0,10000,0.13326418458493716
10000,20000,0.13343572360850176
20000,30000,0.11693276503146208
30000,40000,0.11244027131129239
40000,50000,0.1035279965387237
50000,60000,0.10319458078052444
60000,70000,0.09789496691396532
70000,80000,0.1033567425630855
80000,90000,0.10596751105279825
90000,100000,0.10088381427196046
100000,110000,0.09966014656702053
110000,120000,0.0978567873783787
120000,130000,0.09601169762123009
130000,140000,0.08639398978447492
140000,150000,0.09127818314557803
150000,160000,0.08372400934957946
160000,170000,0.08048613829810176
170000,180000,0.07982511442527271
180000,190000,0.07791104424363367
190000,200000,0.07674256135218031
200000,210000,0.07491248741557302
210000,220000,0.06577323768437074
220000,230000,0.07503553328255783
230000,240000,0.06662519127924732
240000,250000,0.05664083984467497
250000,260000,0.056683865385383274
260000,270000,0.05785396836398404
270000,280000,0.059600967356673036
280000,290000,0.05929436914088305
290000,300000,0.06895237435811487
300000,310000,0.0687774337568762
310000,320000,0.0682051418365011
320000,330000,0.07035114168913112
330000,340000,0.06584826655643816
340000,350000,0.06200307022493235
350000,360000,0.06002269481523771
360000,370000,0.05861854164161545
370000,380000,0.0588304688295744
380000,390000,0.06276723480384351
390000,400000,0.06624339600564404
400000,410000,0.05464621275720052
410000,420000,0.06330604998035999
420000,430000,0.054709265755777656
430000,440000,0.05200113653888903
440000,450000,0.0553111263106524
450000,460000,0.05466115483222443
460000,470000,0.05971285651690727
470000,480000,0.05443612476438104
480000,490000,0.05028826997260755
490000,500000,0.039165493696305335
500000,510000,0.036187074842493124
510000,520000,0.03316556776374836
520000,530000,0.04156602053980972
530000,540000,0.03890128942442697
540000,550000,0.026370052229827627
550000,560000,0.024474808907136124
560000,570000,0.01286877284296704
